,log2FC,mean_expression_cancer,mean_expression_control,dispersion,variance,pct_samples_expressed,pvalue,padj,baseMean,abs_log2FC,expression_ratio,cv
ENSG00000007129,-1.67804998241453,30.0710747033534,96.4470596975791,0.639400823000911,1.34271854494862,16.8173598553345,4.4809402808900304e-23,9.54609063728371e-22,36.3125778131179,1.67804998241453,0.318850818072711,0.250550102079167
ENSG00000007168,-0.358698508902655,4540.97734738749,5823.0586367791,0.0532127231966265,0.125225966249948,100.0,1.50741573727464e-13,9.42564911613273e-13,4661.53471998851,0.358698508902655,0.779864632320968,0.0291389269145315
ENSG00000007174,0.168988278926508,161.549279012266,143.805303984067,0.534548384845646,1.11197628750069,90.0542495479204,0.274327200403352,0.323194382789408,159.880767798041,0.168988278926508,1.12253677551861,0.152539861304453
ENSG00000007202,0.138106757778485,6274.56486040781,5702.02561211767,0.150693814879422,0.331929654964554,100.0,0.0907061071895671,0.118744133681787,6220.72753507131,0.138106757778485,1.10039219306216,0.0461215433311407
ENSG00000007237,-0.740961662464072,726.714597023028,1214.59660449707,0.378526852317566,0.943970141308659,100.0,1.04339179905423e-08,3.6449070358274e-08,772.591386152594,0.740961662464072,0.598648099485359,0.104618394149533
ENSG00000007255,0.51256547191033,2464.60980049558,1727.39306814494,0.262101205686787,0.590870824030609,100.0,1.95042443846666e-06,5.120046665614e-06,2395.28743144995,0.51256547191033,1.42653302997904,0.0697391186842976
ENSG00000007264,2.52670998712714,577.217306968458,100.12475745456,0.970802454309503,2.75864532469901,92.5858951175407,5.88682504580847e-34,4.52691682141053e-32,532.355078081075,2.52670998712714,5.71786100182515,0.204133775182507
ENSG00000007312,-0.103728419867404,100.767686214306,108.138610680317,0.762689278289123,1.46465357317574,61.6636528028933,0.574174446257188,0.619660258908487,101.460793035703,0.103728419867404,0.93246272405279,0.199312565283545
ENSG00000007341,0.101704553523172,704.131643856493,656.158038009638,0.0449946307175311,0.0967803780297424,100.0,0.0246724282055415,0.0357830824491487,699.620563379031,0.101704553523172,1.07300162681135,0.0330294719573644
ENSG00000007376,0.675565491157243,1382.77957131313,865.636445025441,0.199378002859498,0.472487724084908,99.8191681735986,6.99284648510933e-13,4.0463886938423e-12,1334.1512845736,0.675565491157243,1.59672441570641,0.0672457921737058
ENSG00000007384,0.405458740283466,3025.64512413487,2284.16855869083,0.0816561882098067,0.193461387635711,100.0,1.64758613158349e-11,8.03536234911078e-11,2955.92219212205,0.405458740283466,1.32447346723028,0.0383610809447699
ENSG00000007392,0.579482373479887,2008.52798091198,1344.03020684257,0.228768900731897,0.519067145072444,100.0,8.629561670888931e-09,3.04308336234303e-08,1946.04356092715,0.579482373479887,1.4940392942024,0.0670364806460218
ENSG00000007402,0.459939352637659,846.251983534389,615.254577305096,0.169393482696526,0.403394641647643,100.0,1.197412290639e-07,3.66008188489778e-07,824.53070844592,0.459939352637659,1.37484087702756,0.0664521741130887
